track_name,analysis_level,model_id,r2,rmse,mae,n_test,source_table,claim_level,source_role,interpretation_note,display_level,phase5_evidence_class,count_as_independent_headline,phase5_overlap_related_flag,phase5_decision_reason
PARM_GSE301246_Task_C_stress_test,03_grammar_ladder_candidate,M06_GC_length_condition_gated_char6,-0.0388875635281249,0.1536321773004771,0.0772293180340149,32976.0,ALL_TRACKS_metrics_summary.csv,stress_test_boundary,boundary/stress-test branch,,03_grammar_ladder_best,boundary_failure,no,no,stress-test branch; use as boundary evidence
PARM_GSE301246_Task_C_stress_test,04_grammar_plus_P01_P05_candidate,T01_mutational_prior_proxy,-0.1454526402705984,0.1613193563740973,0.1025268334972342,32976.0,ALL_TRACKS_metrics_summary.csv,stress_test_boundary,boundary/stress-test branch,,04_grammar_plus_P01_P05_best,boundary_failure,no,no,stress-test branch; use as boundary evidence
PARM_GSE301246_Task_C_stress_test,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,0.1986440474937391,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,boundary_failure,no,no,stress-test branch; use as boundary evidence
PARM_GSE301246_Task_C_stress_test,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,0.6711845953872496,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,boundary_failure,no,no,stress-test branch; use as boundary evidence
PARM_GSE301246_Task_C_stress_test,07_full_ATLAS_without_uncertainty_proxy_closest_available,N08_ATLAS_T02_SelectionPotential_MLP,0.6729410819524706,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,boundary_failure,no,no,stress-test branch; use as boundary evidence
PARM_GSE301246_Task_C_stress_test,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,0.7297058295126515,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,boundary_failure,no,no,stress-test branch; use as boundary evidence
PARM_GSE301246_held_out_context_track,01_GC_length_only,M01_GC_length,-0.0584417324061128,65.589569937306,43.901540226829006,1500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,02_GC_length_plus_6mer,M02_GC_length_char6,0.3468050445775915,51.52555955970716,29.9037055559948,1500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,03_grammar_ladder_candidate,M07_GC_length_condition_gated_multi_char6,0.3839290437284294,50.03992768280192,28.44969889429846,1500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,04_grammar_plus_P01_P05_candidate,T05_uncertainty_ensemble_proxy,0.3955993351255749,49.56370603960791,28.49090057274019,1500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,0.3981608675867198,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,0.5540913481408789,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,07_full_ATLAS_without_uncertainty_proxy_closest_available,N06_ATLAS_T04_ObservableAlignment_MLP,0.5677203864863312,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,0.5754380841813729,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,01_GC_length_only,M01_GC_length,-0.0289281576746662,127.89683436251316,67.23604698744954,37500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,02_GC_length_plus_6mer,M02_GC_length_char6,0.0738462165447436,121.34134977491904,66.0695621917365,37500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,03_grammar_ladder_candidate,M03_GC_length_multi_char6,0.145641794700057,116.54328796478576,63.96911116422266,37500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,04_grammar_plus_P01_P05_candidate,T02_selection_potential_proxy,0.0738390923514482,121.34181646715936,66.06904801495052,37500.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,0.4343670522654046,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,0.7510862364005698,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,07_full_ATLAS_without_uncertainty_proxy_closest_available,N08_ATLAS_T02_SelectionPotential_MLP,0.80610410856427,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_2,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,0.7888966947916791,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,primary_headline,yes,yes,positive context/transfer evidence
PARM_GSE301246_held_out_context_track_3,01_GC_length_only,M01_GC_length,-0.107963245473972,249.20027056076995,184.0944215288795,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,02_GC_length_plus_6mer,M02_GC_length_char6,0.1271362821710379,221.18672253057423,169.92849498498975,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,03_grammar_ladder_candidate,M03_GC_length_multi_char6,0.142208150345333,219.26877502120715,146.30192556490076,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,04_grammar_plus_P01_P05_candidate,T04_observable_alignment_proxy,0.1063082092923233,223.810118373482,158.88467000753027,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,-0.0148180313662711,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,-0.1419522959757009,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,07_full_ATLAS_without_uncertainty_proxy_closest_available,N06_ATLAS_T04_ObservableAlignment_MLP,-0.0148180313662711,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_3,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,-0.0710030164801913,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,01_GC_length_only,M01_GC_length,-0.0268665264853791,113.14495431546644,82.1565319055575,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,02_GC_length_plus_6mer,M02_GC_length_char6,0.0667465821138669,107.86436408860696,83.47213167402077,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,03_grammar_ladder_candidate,M08_dynamic_condition_weighted_char6,0.1521294349282176,102.81180221871176,67.07527625454068,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,04_grammar_plus_P01_P05_candidate,T04_observable_alignment_proxy,0.0575084266398584,108.3969171444887,73.36993784115245,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,0.0855783117079618,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,-0.0495432534681377,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,07_full_ATLAS_without_uncertainty_proxy_closest_available,N06_ATLAS_T04_ObservableAlignment_MLP,0.0855783117079618,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_4,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,-0.1162122882940874,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,01_GC_length_only,M01_GC_length,0.0931543900553411,27.41454664403071,22.66399255016531,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,02_GC_length_plus_6mer,M02_GC_length_char6,0.1379235841122397,26.72928076905812,22.29212967318944,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,03_grammar_ladder_candidate,M08_dynamic_condition_weighted_char6,0.4307546686640491,21.72021548691409,16.402831130941742,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,04_grammar_plus_P01_P05_candidate,T02_selection_potential_proxy,0.1292541172019391,26.86334599091708,22.451141183109783,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,-0.1642125015964448,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,-0.1111915810019052,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,07_full_ATLAS_without_uncertainty_proxy_closest_available,N08_ATLAS_T02_SelectionPotential_MLP,-0.0464390983579823,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_5,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,-0.1924068841161115,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,01_GC_length_only,M01_GC_length,-1.2850027151382428,45.73901054758367,41.93220572468756,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,02_GC_length_plus_6mer,M02_GC_length_char6,-0.5494395443448739,37.66437135039416,35.24838997195984,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,03_grammar_ladder_candidate,M03_GC_length_multi_char6,-0.1360090119623944,32.250339703517696,27.223892077418647,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,04_grammar_plus_P01_P05_candidate,T05_uncertainty_ensemble_proxy,-0.281537652369189,34.25382625347327,31.00683399822691,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,0.1637075277424594,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,-0.1895216046134262,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,07_full_ATLAS_without_uncertainty_proxy_closest_available,N06_ATLAS_T04_ObservableAlignment_MLP,0.1637075277424594,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_6,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,-1.78802791950269,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,01_GC_length_only,M01_GC_length,-0.1552629059023733,14789.93311855685,12223.338235050614,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,02_GC_length_plus_6mer,M02_GC_length_char6,0.0394905700110908,13485.796817389752,11170.85041162174,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,03_grammar_ladder_candidate,M06_GC_length_condition_gated_char6,0.0594498016575664,13344.944910453003,11271.332305820988,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,04_grammar_plus_P01_P05_candidate,T05_uncertainty_ensemble_proxy,0.0324340092868971,13535.2441192628,11124.940749755931,10.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,-0.2657646569704175,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,0.0035186164674023,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,07_full_ATLAS_without_uncertainty_proxy_closest_available,N08_ATLAS_T02_SelectionPotential_MLP,0.0003821606236596,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_7,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,0.0028974259462626,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,exclude_from_headline,no,yes,small-n branch; keep only in secondary_support or sensitivity table
PARM_GSE301246_held_out_context_track_TaskB,01_GC_length_only,M01_GC_length,0.004032794953191,0.6558457606768565,0.5123065955155294,133.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,01_GC_length_only,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,02_GC_length_plus_6mer,M02_GC_length_char6,-0.3460753217044452,0.7624544045165879,0.5731316213136395,133.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,Closest available table is GC/length + 6-mer; a pure 6-mer-only row was not identified.,02_GC_length_plus_6mer,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,03_grammar_ladder_candidate,M03_GC_length_multi_char6,-0.4229983703785291,0.7839374246221529,0.5590801518332754,133.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,03_grammar_ladder_best,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,04_grammar_plus_P01_P05_candidate,T01_mutational_prior_proxy,0.0138868353099598,0.6525932461357723,0.5098057222025701,133.0,ALL_TRACKS_metrics_summary.csv,headline_transfer_evidence,held-out/context transfer branch,,04_grammar_plus_P01_P05_best,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,05_grammar_plus_nonlinear_head,B08_MLPRegressor_reproducer,-0.2455424652635105,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,05_grammar_plus_nonlinear_head,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,06_full_ATLAS_Evo,N09_ATLAS_FullTheory_MLP,-0.3260108735462759,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,06_full_ATLAS_Evo,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,07_full_ATLAS_without_uncertainty_proxy_closest_available,N06_ATLAS_T04_ObservableAlignment_MLP,0.1218731467748931,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,Closest available nonlinear ATLAS head excluding N07 uncertainty/acquisition proxy; not a perfect engineered leave-one-out ablation.,07_full_ATLAS_without_uncertainty_proxy_closest_available,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
PARM_GSE301246_held_out_context_track_TaskB,08_uncertainty_acquisition_proxy_head,N07_ATLAS_T05_UncertaintyEnsemble_MLP,-0.1309088579670929,,,,PHASE5H_R2_MATRIX_MODELS_BY_TRACK.csv,,,,08_uncertainty_acquisition_proxy_head,boundary_failure,no,no,TaskB is weak or near-zero; use as transfer boundary
